origin,dest,quarter,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,load_factor,avg_fare,revenue,op_cost,casm_cents
ORD,SEA,3,Chicago O'Hare,Seattle-Tacoma,hub,hub,1716.3,86,12900,12513,0.97,157.41,1969671.33,1321812.4,5.97
SEA,ORD,3,Seattle-Tacoma,Chicago O'Hare,hub,hub,1716.3,67,10720,9693,0.904,244.88,2373621.84,1142062.55,6.21
ORD,SEA,4,Chicago O'Hare,Seattle-Tacoma,hub,hub,1716.3,65,9750,7699,0.79,249.11,1917897.89,916494.13,5.48
SEA,ORD,4,Seattle-Tacoma,Chicago O'Hare,hub,hub,1716.3,84,13440,8490,0.632,202.95,1723045.5,1339565.5,5.81
DFW,DEN,1,Dallas/Fort Worth,Denver,hub,hub,640.9,71,10650,8288,0.778,89.19,739206.72,491357.06,7.2
DEN,DFW,1,Denver,Dallas/Fort Worth,hub,hub,640.9,74,11840,8454,0.714,99.87,844300.98,627051.08,8.26
DFW,DEN,2,Dallas/Fort Worth,Denver,hub,hub,640.9,85,6460,5117,0.792,119.03,609076.51,449071.39,10.85
DEN,DFW,2,Denver,Dallas/Fort Worth,hub,hub,640.9,102,15300,13834,0.904,97.04,1342451.36,833521.23,8.5
DFW,DEN,3,Dallas/Fort Worth,Denver,hub,hub,640.9,81,15309,14849,0.97,89.75,1332697.75,632875.35,6.45
DEN,DFW,3,Denver,Dallas/Fort Worth,hub,hub,640.9,79,12640,10064,0.796,98.05,986775.2,689671.2,8.51
DFW,DEN,4,Dallas/Fort Worth,Denver,hub,hub,640.9,88,13200,10216,0.774,89.43,913616.88,690028.06,8.16
DEN,DFW,4,Denver,Dallas/Fort Worth,hub,hub,640.9,79,11850,8269,0.698,81.68,675411.92,562457.58,7.41
DFW,ATL,1,Dallas/Fort Worth,Atlanta,hub,hub,729.8,86,12900,10213,0.792,117.53,1200333.89,837499.81,8.9
ATL,DFW,1,Atlanta,Dallas/Fort Worth,hub,hub,729.8,75,5700,3755,0.659,105.5,396152.5,392232.36,9.43
DFW,ATL,2,Dallas/Fort Worth,Atlanta,hub,hub,729.8,79,12640,9793,0.775,86.92,851207.56,762792.09,8.27
ATL,DFW,2,Atlanta,Dallas/Fort Worth,hub,hub,729.8,72,13608,11641,0.855,75.25,875985.25,755740.25,7.61
DFW,ATL,3,Dallas/Fort Worth,Atlanta,hub,hub,729.8,74,11840,11484,0.97,98.26,1128417.84,787253.26,9.11
ATL,DFW,3,Atlanta,Dallas/Fort Worth,hub,hub,729.8,93,13950,13531,0.97,125.35,1696110.85,772924.16,7.59
DFW,ATL,4,Dallas/Fort Worth,Atlanta,hub,hub,729.8,74,13986,9638,0.689,101.97,982786.86,770783.02,7.55
ATL,DFW,4,Atlanta,Dallas/Fort Worth,hub,hub,729.8,93,13950,9598,0.688,138.48,1329131.04,860944.34,8.46
DFW,SEA,1,Dallas/Fort Worth,Seattle-Tacoma,hub,hub,1657.8,64,10240,7147,0.698,218.95,1564835.65,883257.72,5.2
SEA,DFW,1,Seattle-Tacoma,Dallas/Fort Worth,hub,hub,1657.8,78,14742,10254,0.696,205.93,2111606.22,1414415.46,5.79
DFW,SEA,2,Dallas/Fort Worth,Seattle-Tacoma,hub,hub,1657.8,88,6688,5596,0.837,223.14,1248691.44,951836.43,8.59
SEA,DFW,2,Seattle-Tacoma,Dallas/Fort Worth,hub,hub,1657.8,74,11100,8421,0.759,181.28,1526558.88,874146.71,4.75
DFW,SEA,3,Dallas/Fort Worth,Seattle-Tacoma,hub,hub,1657.8,81,15309,13834,0.904,225.93,3125515.62,1426731.46,5.62
SEA,DFW,3,Seattle-Tacoma,Dallas/Fort Worth,hub,hub,1657.8,91,13650,12422,0.91,240.72,2990223.84,1585979.08,7.01
DFW,SEA,4,Dallas/Fort Worth,Seattle-Tacoma,hub,hub,1657.8,93,17577,15635,0.89,120.57,1885111.95,1909950.22,6.55
SEA,DFW,4,Seattle-Tacoma,Dallas/Fort Worth,hub,hub,1657.8,85,12750,12138,0.952,195.33,2370915.54,1452604.86,6.87
DEN,ATL,1,Denver,Atlanta,hub,hub,1196.8,77,5852,3788,0.647,165.78,627974.64,591150.17,8.44
ATL,DEN,1,Atlanta,Denver,hub,hub,1196.8,82,13120,10798,0.823,149.82,1617756.36,1097671.67,6.99
DEN,ATL,2,Denver,Atlanta,hub,hub,1196.8,81,12960,9146,0.706,134.52,1230319.92,1096737.08,7.07
ATL,DEN,2,Atlanta,Denver,hub,hub,1196.8,81,12150,10607,0.873,168.86,1791098.02,842598.94,5.79
DEN,ATL,3,Denver,Atlanta,hub,hub,1196.8,86,16254,15234,0.937,183.61,2797114.74,1413490.49,7.27
ATL,DEN,3,Atlanta,Denver,hub,hub,1196.8,82,15498,15033,0.97,166.98,2510210.34,1532580.63,8.26
DEN,ATL,4,Denver,Atlanta,hub,hub,1196.8,84,12600,9655,0.766,137.05,1323217.75,1168150.17,7.75
ATL,DEN,4,Atlanta,Denver,hub,hub,1196.8,71,10650,8021,0.753,140.13,1123982.73,839753.85,6.59
DEN,SEA,1,Denver,Seattle-Tacoma,hub,hub,1022.5,112,16800,10508,0.626,141.87,1490769.96,1053540.31,6.13
SEA,DEN,1,Seattle-Tacoma,Denver,hub,hub,1022.5,74,11100,8433,0.76,131.42,1108264.86,824239.9,7.26
DEN,SEA,2,Denver,Seattle-Tacoma,hub,hub,1022.5,89,14240,10999,0.772,153.36,1686806.64,1073686.75,7.37
SEA,DEN,2,Seattle-Tacoma,Denver,hub,hub,1022.5,79,11850,10269,0.867,135.58,1392271.02,656447.17,5.42
DEN,SEA,3,Denver,Seattle-Tacoma,hub,hub,1022.5,82,15498,12940,0.835,134.27,1737453.8,1262815.98,7.97
SEA,DEN,3,Seattle-Tacoma,Denver,hub,hub,1022.5,110,16500,16005,0.97,156.35,2502381.75,1107740.96,6.57
DEN,SEA,4,Denver,Seattle-Tacoma,hub,hub,1022.5,95,14250,10557,0.741,120.31,1270112.67,972181.41,6.67
SEA,DEN,4,Seattle-Tacoma,Denver,hub,hub,1022.5,77,14553,11949,0.821,127.64,1525170.36,1105723.52,7.43
ATL,SEA,1,Atlanta,Seattle-Tacoma,hub,hub,2177.8,91,13650,8767,0.642,258.12,2262938.04,1691409.59,5.69
SEA,ATL,1,Seattle-Tacoma,Atlanta,hub,hub,2177.8,81,12150,8386,0.69,265.83,2229250.38,1488274.36,5.62
ATL,SEA,2,Atlanta,Seattle-Tacoma,hub,hub,2177.8,100,16000,14628,0.914,271.68,3974135.04,1863290.21,5.35
SEA,ATL,2,Seattle-Tacoma,Atlanta,hub,hub,2177.8,99,18711,17580,0.94,287.8,5059524.0,2579876.5,6.33
ATL,SEA,3,Atlanta,Seattle-Tacoma,hub,hub,2177.8,95,14250,9841,0.691,260.18,2560431.38,1518273.44,4.89
SEA,ATL,3,Seattle-Tacoma,Atlanta,hub,hub,2177.8,89,14240,13812,0.97,277.69,3835454.28,1843336.6,5.94
ATL,SEA,4,Atlanta,Seattle-Tacoma,hub,hub,2177.8,102,15300,10762,0.703,223.38,2404015.56,1665183.37,5.0
SEA,ATL,4,Seattle-Tacoma,Atlanta,hub,hub,2177.8,75,5700,4042,0.709,270.07,1091622.94,901178.88,7.26
LAX,JFK,1,Los Angeles,New York JFK,spoke,spoke,2469.6,71,10650,7080,0.665,374.43,2650964.4,1476402.24,5.61
JFK,LAX,1,New York JFK,Los Angeles,spoke,spoke,2469.6,64,4864,3789,0.779,322.91,1223505.99,982331.49,8.18
LAX,JFK,2,Los Angeles,New York JFK,spoke,spoke,2469.6,60,9000,7497,0.833,362.54,2717962.38,1220520.47,5.49
JFK,LAX,2,New York JFK,Los Angeles,spoke,spoke,2469.6,58,8700,7567,0.87,348.15,2634451.05,1180122.66,5.49
LAX,JFK,3,Los Angeles,New York JFK,spoke,spoke,2469.6,55,8250,7596,0.921,384.16,2918079.36,972016.5,4.77
JFK,LAX,3,New York JFK,Los Angeles,spoke,spoke,2469.6,68,10200,9894,0.97,394.58,3903974.52,1557679.45,6.18
LAX,JFK,4,Los Angeles,New York JFK,spoke,spoke,2469.6,61,9150,6523,0.713,337.54,2201773.42,1190131.75,5.27
JFK,LAX,4,New York JFK,Los Angeles,spoke,spoke,2469.6,58,9280,6666,0.718,231.33,1542045.78,1297708.63,5.66
SFO,JFK,1,San Francisco,New York JFK,spoke,spoke,2580.0,61,9760,5986,0.613,312.19,1868769.34,1385594.85,5.5
JFK,SFO,1,New York JFK,San Francisco,spoke,spoke,2580.0,53,7950,5977,0.752,300.94,1798718.38,1140315.86,5.56
SFO,JFK,2,San Francisco,New York JFK,spoke,spoke,2580.0,56,8400,5929,0.706,336.58,1995582.82,1161442.38,5.36
JFK,SFO,2,New York JFK,San Francisco,spoke,spoke,2580.0,64,4864,4718,0.97,360.65,1701546.7,920285.23,7.33
SFO,JFK,3,San Francisco,New York JFK,spoke,spoke,2580.0,74,11100,9197,0.829,301.0,2768297.0,1814193.55,6.33
JFK,SFO,3,New York JFK,San Francisco,spoke,spoke,2580.0,60,9600,8286,0.863,375.43,3110812.98,1587587.94,6.41
SFO,JFK,4,San Francisco,New York JFK,spoke,spoke,2580.0,71,10650,8563,0.804,310.62,2659839.06,1646189.34,5.99
JFK,SFO,4,New York JFK,San Francisco,spoke,spoke,2580.0,65,9750,6614,0.678,304.64,2014888.96,1294766.18,5.15
LAX,LAS,1,Los Angeles,Las Vegas,spoke,spoke,236.4,57,4332,3191,0.737,73.65,235017.15,120674.65,11.78
LAS,LAX,1,Las Vegas,Los Angeles,spoke,spoke,236.4,43,6880,5300,0.77,62.54604213547529,331494.02,166496.49,10.24
LAX,LAS,2,Los Angeles,Las Vegas,spoke,spoke,236.4,53,4028,2716,0.674,66.98,181917.68,137473.34,14.44
LAS,LAX,2,Las Vegas,Los Angeles,spoke,spoke,236.4,50,7500,5210,0.695,62.54604213547529,325864.88,213325.07,12.03
LAX,LAS,3,Los Angeles,Las Vegas,spoke,spoke,236.4,55,8800,8251,0.938,62.54604213547529,516067.39,215532.72,10.36
LAS,LAX,3,Las Vegas,Los Angeles,spoke,spoke,236.4,64,4864,4262,0.876,62.54604213547529,266571.23,139414.59,12.12
LAX,LAS,4,Los Angeles,Las Vegas,spoke,spoke,236.4,50,8000,5392,0.674,62.54604213547529,337248.26,198151.72,10.48
LAS,LAX,4,Las Vegas,Los Angeles,spoke,spoke,236.4,66,5016,3648,0.727,62.54604213547529,228167.96,176879.0,14.92
MIA,JFK,1,Miami,New York JFK,spoke,spoke,1092.0,62,9920,9567,0.965,158.51,1516465.17,826944.78,7.63
JFK,MIA,1,New York JFK,Miami,spoke,spoke,1092.0,56,8400,6654,0.792,135.43,901151.22,745707.2,8.13
MIA,JFK,2,Miami,New York JFK,spoke,spoke,1092.0,73,11680,8963,0.767,168.18,1507397.34,911722.72,7.15
JFK,MIA,2,New York JFK,Miami,spoke,spoke,1092.0,64,4864,3675,0.756,186.51,685424.25,473241.76,8.91
MIA,JFK,3,Miami,New York JFK,spoke,spoke,1092.0,60,11340,10634,0.938,168.43,1791084.62,1016955.49,8.21
JFK,MIA,3,New York JFK,Miami,spoke,spoke,1092.0,56,4256,3476,0.817,151.68,527239.68,395469.51,8.51
MIA,JFK,4,Miami,New York JFK,spoke,spoke,1092.0,68,10880,9997,0.919,156.96,1569129.12,811277.95,6.83
JFK,MIA,4,New York JFK,Miami,spoke,spoke,1092.0,60,4560,3737,0.82,138.62,518022.94,436446.41,8.76
BOS,JFK,1,Boston,New York JFK,spoke,spoke,186.2,62,9920,7697,0.776,61.79272883650957,475618.63,220571.08,11.94
JFK,BOS,1,New York JFK,Boston,spoke,spoke,186.2,53,7950,6462,0.813,61.79272883650957,399304.61,145562.3,9.83
BOS,JFK,2,Boston,New York JFK,spoke,spoke,186.2,63,9450,7584,0.803,62.84,476578.56,201242.54,11.44
JFK,BOS,2,New York JFK,Boston,spoke,spoke,186.2,53,8480,7873,0.928,61.79272883650957,486494.15,166448.16,10.54
BOS,JFK,3,Boston,New York JFK,spoke,spoke,186.2,55,8800,7462,0.848,61.79272883650957,461097.34,156378.36,9.54
JFK,BOS,3,New York JFK,Boston,spoke,spoke,186.2,56,10584,10266,0.97,61.79272883650957,634364.15,191766.16,9.73
BOS,JFK,4,Boston,New York JFK,spoke,spoke,186.2,61,9760,7630,0.782,61.79272883650957,471478.52,180043.63,9.91
JFK,BOS,4,New York JFK,Boston,spoke,spoke,186.2,47,7520,6606,0.879,61.79272883650957,408202.77,177823.92,12.7
PHX,LAS,1,Phoenix,Las Vegas,spoke,spoke,255.5,63,4788,4644,0.97,62.83255140020892,291794.37,142351.69,11.64
LAS,PHX,1,Las Vegas,Phoenix,spoke,spoke,255.5,53,7950,7092,0.892,62.83255140020892,445608.45,230130.84,11.33
PHX,LAS,2,Phoenix,Las Vegas,spoke,spoke,255.5,63,9450,8386,0.887,72.01,603875.86,216485.35,8.97
LAS,PHX,2,Las Vegas,Phoenix,spoke,spoke,255.5,57,4332,3219,0.743,62.83255140020892,202257.98,144850.23,13.09
PHX,LAS,3,Phoenix,Las Vegas,spoke,spoke,255.5,60,9600,7751,0.807,62.83255140020892,487015.11,215155.5,8.77
LAS,PHX,3,Las Vegas,Phoenix,spoke,spoke,255.5,65,12285,11916,0.97,62.83255140020892,748712.68,350390.97,11.16
PHX,LAS,4,Phoenix,Las Vegas,spoke,spoke,255.5,59,8850,6160,0.696,62.83255140020892,387048.52,266144.84,11.77
LAS,PHX,4,Las Vegas,Phoenix,spoke,spoke,255.5,61,9150,7365,0.805,62.83255140020892,462761.74,257234.45,11.0
SLC,BOI,1,Salt Lake City,Boise,spoke,spoke,289.4,67,10720,7246,0.676,63.34032082766731,458963.96,301107.89,9.71
BOI,SLC,1,Boise,Salt Lake City,spoke,spoke,289.4,50,8000,6099,0.762,63.34032082766731,386312.62,219768.01,9.49
SLC,BOI,2,Salt Lake City,Boise,spoke,spoke,289.4,65,9750,8378,0.859,63.34032082766731,530665.21,266828.28,9.46
BOI,SLC,2,Boise,Salt Lake City,spoke,spoke,289.4,50,9450,7974,0.844,63.34032082766731,505075.72,274954.85,10.06
SLC,BOI,3,Salt Lake City,Boise,spoke,spoke,289.4,60,9000,8185,0.91,63.34032082766731,518440.53,249575.02,9.58
BOI,SLC,3,Boise,Salt Lake City,spoke,spoke,289.4,65,9750,9252,0.949,63.38,586391.76,262918.05,9.32
SLC,BOI,4,Salt Lake City,Boise,spoke,spoke,289.4,61,9150,7666,0.838,77.79,596338.14,318920.02,12.05
BOI,SLC,4,Boise,Salt Lake City,spoke,spoke,289.4,71,13419,12388,0.923,63.34032082766731,784659.89,396783.78,10.22
