customer_id,age,age_segment,annual_income,income_segment,credit_score,credit_score_segment,employment_years,account_tenure,loan_amount,interest_rate,credit_utilization,utilization_segment,late_payments,missed_payments_6m,payment_history_score,payment_history_segment,transaction_count,avg_monthly_spend,monthly_debt_payment,dti,dti_segment,default,default_probability,risk_score,ml_risk_tier
C00139,48,36-50,112775,Upper-Middle Income,750,Very Good,6,13,51700,10.65,60.33,Moderate Utilization,1,0,95,Strong,18,9218.03,1218.91,12.97,Low DTI,0,0.212313759,21.23,Low Risk
C00140,39,36-50,105147,Upper-Middle Income,648,Fair,25,9,109100,8.7,36.93,Moderate Utilization,7,0,65,Moderate,60,2894,5127.67,58.52,High DTI,0,0.675583606,67.56,High Risk
C00141,22,18-25,33269,Low Income,562,Poor,24,12,44800,7.74,68.52,Moderate Utilization,2,2,70,Moderate,107,7923.5,1619.65,58.42,High DTI,1,0.840212424,84.02,High Risk
C00142,75,66-75,58253,Middle Income,781,Very Good,7,15,48500,4.95,15.81,Low Utilization,2,2,70,Moderate,53,611,529.62,10.91,Low DTI,0,0.111549938,11.15,Low Risk
C00143,47,36-50,66897,Middle Income,619,Fair,39,17,57300,3.98,41.54,Moderate Utilization,8,3,30,Weak,86,5152.7,2294.01,41.15,High DTI,1,0.68675027,68.68,High Risk
C00144,22,18-25,111050,Upper-Middle Income,599,Fair,0,3,57800,9.41,84.9,High Utilization,2,0,90,Strong,85,9652.09,3893.23,42.07,High DTI,1,0.732910299,73.29,High Risk
C00145,49,36-50,115070,Upper-Middle Income,684,Good,5,20,69500,5.76,76.07,High Utilization,3,2,65,Moderate,95,1472.06,3495.25,36.45,Moderate DTI,1,0.641673976,64.17,High Risk
C00146,34,26-35,72923,Middle Income,651,Fair,0,13,96300,4.94,78.02,High Utilization,1,0,95,Strong,53,4681.81,3429.81,56.44,High DTI,0,0.754247806,75.42,High Risk
C00147,75,66-75,137981,High Income,661,Fair,7,20,43000,8.6,38.81,Moderate Utilization,9,2,35,Weak,126,7286.89,1894.94,16.48,Low DTI,0,0.400899211,40.09,Medium Risk
C00148,60,51-65,138332,High Income,657,Fair,27,4,165100,10.47,50.55,Moderate Utilization,6,2,50,Weak,35,4618.69,3058.29,26.53,Moderate DTI,1,0.497887232,49.79,Medium Risk
C00149,60,51-65,102352,Upper-Middle Income,648,Fair,11,17,119900,9.07,48.84,Moderate Utilization,8,0,60,Moderate,125,8842.03,4790.93,56.17,High DTI,1,0.746681117,74.67,High Risk
C00150,42,36-50,93779,Upper-Middle Income,617,Fair,29,12,117300,13.56,86.53,High Utilization,7,2,45,Weak,147,7410.05,4248.97,54.37,High DTI,1,0.89513363,89.51,High Risk
C00151,66,66-75,80929,Upper-Middle Income,669,Fair,31,19,87700,13.56,66.25,Moderate Utilization,2,2,70,Moderate,16,9227.36,2316.59,34.35,Moderate DTI,1,0.566166955,56.62,Medium Risk
C00152,58,51-65,31551,Low Income,617,Fair,3,12,29500,3.85,70.73,High Utilization,4,2,60,Moderate,107,3931.94,809.81,30.8,Moderate DTI,1,0.664295297,66.43,High Risk
C00153,22,18-25,58909,Middle Income,622,Fair,27,8,41300,8.97,83.68,High Utilization,6,0,70,Moderate,60,3405.09,1838.94,37.46,Moderate DTI,0,0.718757238,71.88,High Risk
C00154,49,36-50,42306,Low Income,616,Fair,35,12,4400,10.2,44.45,Moderate Utilization,10,0,50,Weak,137,5551.71,738.24,20.94,Moderate DTI,1,0.446899407,44.69,Medium Risk
C00155,43,36-50,64576,Middle Income,710,Good,18,2,93300,6.04,66.4,Moderate Utilization,0,0,100,Strong,104,5444.67,1056.36,19.63,Low DTI,1,0.304813674,30.48,Medium Risk
C00156,44,36-50,39289,Low Income,735,Good,1,9,43900,6.97,38.26,Moderate Utilization,3,3,55,Weak,103,700.01,1178.34,35.99,Moderate DTI,0,0.471249419,47.12,Medium Risk
C00157,61,51-65,105424,Upper-Middle Income,545,Poor,18,5,145100,8.07,65.8,Moderate Utilization,10,2,30,Weak,50,2882.29,4925.94,56.07,High DTI,1,0.903561489,90.36,High Risk
C00158,70,66-75,30899,Low Income,690,Good,8,1,41800,5.75,30.87,Moderate Utilization,6,0,70,Moderate,41,7465.36,828.61,32.18,Moderate DTI,1,0.399349993,39.93,Medium Risk
C00159,27,26-35,147295,High Income,638,Fair,15,18,45200,11.85,68.81,Moderate Utilization,10,0,50,Weak,112,1470.89,4032.2,32.85,Moderate DTI,1,0.646233649,64.62,High Risk
C00160,59,51-65,119854,Upper-Middle Income,707,Good,5,7,146900,14.53,68.04,Moderate Utilization,6,0,70,Moderate,6,4709,612.25,6.13,Low DTI,0,0.292836128,29.28,Low Risk
C00161,43,36-50,123250,High Income,676,Good,20,3,169500,10.81,26.22,Low Utilization,6,1,60,Moderate,143,7282.3,4104.23,39.96,Moderate DTI,1,0.459524293,45.95,Medium Risk
C00162,70,66-75,51732,Middle Income,734,Good,13,14,7100,7.85,77.45,High Utilization,8,2,40,Weak,146,8396.99,1457.12,33.8,Moderate DTI,0,0.734206529,73.42,High Risk
C00163,54,51-65,66841,Middle Income,571,Poor,7,0,53000,10.59,64.72,Moderate Utilization,5,3,45,Weak,45,9112.66,2110.5,37.89,Moderate DTI,1,0.785402873,78.54,High Risk
C00164,46,36-50,58991,Middle Income,650,Fair,35,15,48300,6.33,69.13,Moderate Utilization,0,0,100,Strong,52,6709.07,2745.05,55.84,High DTI,0,0.680976119,68.1,High Risk
C00165,44,36-50,66397,Middle Income,826,Excellent,12,18,25100,7.59,18.78,Low Utilization,1,1,85,Strong,149,9047.82,604.21,10.92,Low DTI,0,0.086353237,8.64,Low Risk
C00166,48,36-50,105724,Upper-Middle Income,644,Fair,31,7,80800,14.49,65.5,Moderate Utilization,9,2,35,Weak,28,4312.41,1555.02,17.65,Low DTI,0,0.560498173,56.05,Medium Risk
C00167,68,66-75,121230,High Income,613,Fair,0,8,170400,12.26,62.79,Moderate Utilization,3,3,55,Weak,78,9061.8,4467.33,44.22,High DTI,1,0.757666735,75.77,High Risk
C00168,23,18-25,89050,Upper-Middle Income,618,Fair,39,13,104100,7.31,59.29,Moderate Utilization,7,3,35,Weak,149,3246.18,3772.75,50.84,High DTI,0,0.810791028,81.08,High Risk
C00169,31,26-35,62041,Middle Income,484,Poor,2,16,52000,9.45,82.3,High Utilization,9,0,55,Weak,139,7955.03,2368.93,45.82,High DTI,1,0.876977593,87.7,High Risk
C00170,23,18-25,130220,High Income,575,Poor,3,6,64400,13.91,62.86,Moderate Utilization,1,0,95,Strong,65,9755.85,6130.11,56.49,High DTI,0,0.735580849,73.56,High Risk
C00171,23,18-25,91674,Upper-Middle Income,697,Good,10,2,53500,6.2,31.35,Moderate Utilization,1,0,95,Strong,142,1009.73,3871.7,50.68,High DTI,1,0.430799271,43.08,Medium Risk
C00172,44,36-50,47300,Low Income,598,Fair,36,8,26500,14.37,36.71,Moderate Utilization,5,0,75,Moderate,74,6612.2,1888.85,47.92,High DTI,1,0.582366593,58.24,Medium Risk
C00173,28,26-35,70444,Middle Income,694,Good,27,18,23400,13.4,50.19,Moderate Utilization,1,1,85,Strong,123,2042.22,1403.01,23.9,Moderate DTI,0,0.284309865,28.43,Low Risk
C00174,19,18-25,149655,High Income,579,Poor,33,20,129000,3.66,73.93,High Utilization,8,1,50,Weak,83,2943.4,7207.14,57.79,High DTI,1,0.860366934,86.04,High Risk
C00175,49,36-50,32779,Low Income,753,Very Good,18,3,11200,11.19,15.81,Low Utilization,9,2,35,Weak,121,1030.22,315.77,11.56,Low DTI,0,0.215138807,21.51,Low Risk
C00176,71,66-75,126088,High Income,659,Fair,40,18,67500,8.69,30.3,Moderate Utilization,10,3,20,Weak,96,6137.81,4039.02,38.44,Moderate DTI,1,0.616418138,61.64,High Risk
C00177,68,66-75,93162,Upper-Middle Income,783,Very Good,28,14,128400,9.88,28,Low Utilization,2,2,70,Moderate,92,7238.51,2497.52,32.17,Moderate DTI,0,0.276858317,27.69,Low Risk
C00178,66,66-75,72152,Middle Income,635,Fair,16,13,74000,13.2,49.58,Moderate Utilization,7,2,45,Weak,130,2939.65,1500.76,24.96,Moderate DTI,0,0.521978927,52.2,Medium Risk
C00179,47,36-50,74214,Middle Income,693,Good,17,19,86800,3.87,71.69,High Utilization,3,2,65,Moderate,42,5394.84,1027.86,16.62,Low DTI,0,0.419962614,42,Medium Risk
C00180,67,66-75,37339,Low Income,603,Fair,29,16,49800,3.17,54.55,Moderate Utilization,7,0,65,Moderate,43,6010.18,1039.27,33.4,Moderate DTI,0,0.574149717,57.41,Medium Risk
C00181,44,36-50,42090,Low Income,733,Good,27,4,27400,9.93,62.86,Moderate Utilization,1,0,95,Strong,69,7229.54,642.22,18.31,Low DTI,0,0.282316331,28.23,Low Risk
C00182,42,36-50,130980,High Income,803,Excellent,25,8,58200,9.72,26.53,Low Utilization,0,0,100,Strong,41,2449.21,607.97,5.57,Low DTI,0,0.062099784,6.21,Low Risk
C00183,31,26-35,100682,Upper-Middle Income,630,Fair,40,17,77000,10.31,69.96,Moderate Utilization,3,3,55,Weak,91,3875.76,4821.83,57.47,High DTI,1,0.824899647,82.49,High Risk
C00184,23,18-25,48084,Low Income,707,Good,38,0,19700,6.04,41.02,Moderate Utilization,3,3,55,Weak,113,1800.92,1380.81,34.46,Moderate DTI,0,0.477963487,47.8,Medium Risk
C00185,68,66-75,143300,High Income,692,Good,37,18,108100,12.4,65.06,Moderate Utilization,8,0,60,Moderate,11,5517.11,2397.89,20.08,Moderate DTI,1,0.421873817,42.19,Medium Risk
C00186,69,66-75,42851,Low Income,714,Good,7,3,24900,10.04,20.55,Low Utilization,6,1,60,Moderate,148,9528.15,416.73,11.67,Low DTI,0,0.204254022,20.43,Low Risk
C00187,66,66-75,114738,Upper-Middle Income,607,Fair,26,4,18700,12.51,72.31,High Utilization,4,3,50,Weak,109,7109.45,5145.04,53.81,High DTI,1,0.862462984,86.25,High Risk
C00188,25,18-25,56400,Middle Income,646,Fair,8,2,68200,6.05,63.38,Moderate Utilization,5,2,55,Weak,99,6388.69,1945.33,41.39,High DTI,0,0.725598102,72.56,High Risk
C00189,38,36-50,80897,Upper-Middle Income,744,Very Good,18,8,46600,13.66,59.43,Moderate Utilization,5,3,45,Weak,68,3577.11,1148.74,17.04,Low DTI,0,0.418616104,41.86,Medium Risk
C00190,60,51-65,60390,Middle Income,682,Good,4,4,24300,6.8,34.76,Moderate Utilization,5,3,45,Weak,99,7302.43,1367.83,27.18,Moderate DTI,1,0.469537815,46.95,Medium Risk
C00191,65,51-65,94713,Upper-Middle Income,592,Fair,22,7,61500,5.82,61.72,Moderate Utilization,6,3,40,Weak,56,1287.02,4326.02,54.81,High DTI,1,0.855483739,85.55,High Risk
C00192,53,51-65,66924,Middle Income,750,Very Good,16,9,39500,7.5,53.06,Moderate Utilization,0,0,100,Strong,58,6029.5,2083.57,37.36,Moderate DTI,1,0.369673561,36.97,Medium Risk
C00193,53,51-65,123659,High Income,630,Fair,13,18,158600,13.58,31.79,Moderate Utilization,4,2,60,Moderate,147,2588.67,2814.27,27.31,Moderate DTI,1,0.359245434,35.92,Medium Risk
C00194,18,18-25,84640,Upper-Middle Income,692,Good,9,17,78300,9.08,42.04,Moderate Utilization,6,0,70,Moderate,83,8467.07,2128.7,30.18,Moderate DTI,1,0.381186556,38.12,Medium Risk
C00195,39,36-50,85938,Upper-Middle Income,682,Good,23,4,106700,5.11,60.53,Moderate Utilization,7,3,35,Weak,29,3976.54,736.2,10.28,Low DTI,0,0.442937442,44.29,Medium Risk
C00196,51,51-65,124492,High Income,590,Fair,0,11,35700,3.92,62.09,Moderate Utilization,7,1,55,Weak,73,1095.79,5658.16,54.54,High DTI,0,0.82151134,82.15,High Risk
C00197,67,66-75,58085,Middle Income,776,Very Good,29,2,39600,6.59,67.61,Moderate Utilization,2,0,90,Strong,38,2343.23,487.43,10.07,Low DTI,1,0.228646043,22.86,Low Risk
C00198,20,18-25,100794,Upper-Middle Income,594,Fair,21,11,138300,5.63,55.47,Moderate Utilization,6,3,40,Weak,53,6068.95,4227.47,50.33,High DTI,0,0.799029752,79.9,High Risk
C00199,51,51-65,92889,Upper-Middle Income,729,Good,34,17,73200,7.32,37.15,Moderate Utilization,3,0,85,Strong,125,5219.24,2377.18,30.71,Moderate DTI,0,0.272205612,27.22,Low Risk
C00200,40,36-50,54033,Middle Income,610,Fair,2,3,41600,3.04,61.33,Moderate Utilization,7,2,45,Weak,107,9043.7,2674.63,59.4,High DTI,1,0.882260298,88.23,High Risk
C00201,53,51-65,143014,High Income,740,Very Good,36,3,162000,14.62,14.75,Low Utilization,9,2,35,Weak,150,9986.15,1384.85,11.62,Low DTI,0,0.207458606,20.75,Low Risk
C00202,25,18-25,36304,Low Income,664,Fair,9,10,19900,7.38,74.46,High Utilization,2,1,80,Strong,63,6773.89,1512.97,50.01,High DTI,1,0.740906074,74.09,High Risk
C00203,44,36-50,139223,High Income,662,Fair,3,14,170600,6.57,34.4,Moderate Utilization,2,1,80,Strong,124,2707.63,6541.16,56.38,High DTI,1,0.570423061,57.04,Medium Risk
C00204,41,36-50,88399,Upper-Middle Income,706,Good,22,18,21700,11.72,30.94,Moderate Utilization,2,1,80,Strong,146,7798.49,2982.73,40.49,High DTI,0,0.370923153,37.09,Medium Risk
C00205,64,51-65,46719,Low Income,664,Fair,24,13,51200,8.1,39.74,Moderate Utilization,8,0,60,Moderate,107,8503.03,1020.81,26.22,Moderate DTI,0,0.414266623,41.43,Medium Risk
C00206,71,66-75,37318,Low Income,736,Good,19,15,34000,4.21,61.43,Moderate Utilization,3,1,75,Moderate,8,8777.25,254.38,8.18,Low DTI,1,0.258452881,25.85,Low Risk
C00207,48,36-50,41891,Low Income,600,Fair,22,18,26000,12.82,40.74,Moderate Utilization,1,0,95,Strong,126,8413.35,2062.78,59.09,High DTI,1,0.629155443,62.92,High Risk
C00208,51,51-65,60844,Middle Income,672,Good,27,0,9100,10.83,45.98,Moderate Utilization,8,1,50,Weak,140,1182.43,968.94,19.11,Low DTI,0,0.412406497,41.24,Medium Risk
C00209,30,26-35,126359,High Income,706,Good,38,0,58300,8.98,61.81,Moderate Utilization,1,1,85,Strong,5,9337.11,1746.91,16.59,Low DTI,0,0.296252941,29.63,Low Risk
C00210,57,51-65,127253,High Income,725,Good,31,19,98900,10.68,65.01,Moderate Utilization,1,0,95,Strong,68,1202.46,2556.72,24.11,Moderate DTI,1,0.292734493,29.27,Low Risk
C00211,51,51-65,69332,Middle Income,611,Fair,30,13,88200,12.16,40.75,Moderate Utilization,7,1,55,Weak,60,8100.98,2633.46,45.58,High DTI,0,0.648440049,64.84,High Risk
C00212,59,51-65,113106,Upper-Middle Income,652,Fair,5,12,104000,8.1,27.22,Low Utilization,6,1,60,Moderate,111,4381.95,3887.08,41.24,High DTI,0,0.489704041,48.97,Medium Risk
C00213,21,18-25,45654,Low Income,610,Fair,6,4,40400,3.23,42.82,Moderate Utilization,10,2,30,Weak,130,3229.71,1944.86,51.12,High DTI,1,0.804996217,80.5,High Risk
C00214,49,36-50,75753,Middle Income,578,Poor,0,9,74300,11.33,64.15,Moderate Utilization,1,0,95,Strong,59,7568.3,3729.57,59.08,High DTI,1,0.767001393,76.7,High Risk
C00215,42,36-50,145544,High Income,572,Poor,22,8,43600,4.41,40.66,Moderate Utilization,7,2,45,Weak,132,8634.19,6133.47,50.57,High DTI,0,0.754648822,75.46,High Risk
C00216,70,66-75,113377,Upper-Middle Income,721,Good,18,5,111100,14.07,23.54,Low Utilization,7,0,65,Moderate,86,4377.76,2319.5,24.55,Moderate DTI,0,0.258133348,25.81,Low Risk
C00217,26,26-35,120526,High Income,653,Fair,0,17,93600,11.18,46.99,Moderate Utilization,6,1,60,Moderate,19,2710.55,2128.29,21.19,Moderate DTI,1,0.367293592,36.73,Medium Risk
C00218,36,36-50,75561,Middle Income,634,Fair,8,2,20200,8.84,74.83,High Utilization,4,1,70,Moderate,78,1231.45,2364.43,37.55,Moderate DTI,1,0.689092982,68.91,High Risk
C00219,24,18-25,149204,High Income,615,Fair,27,19,16300,5.09,56.98,Moderate Utilization,8,1,50,Weak,31,1831.34,6542.6,52.62,High DTI,1,0.76105454,76.11,High Risk
C00220,50,36-50,79237,Middle Income,742,Very Good,33,14,81700,11.97,21.44,Low Utilization,2,0,90,Strong,80,1415.28,1485.03,22.49,Moderate DTI,0,0.138707249,13.87,Low Risk
C00221,58,51-65,132837,High Income,634,Fair,19,2,91100,14.69,70.75,High Utilization,9,0,55,Weak,117,8046.58,2195.13,19.83,Low DTI,0,0.566142767,56.61,Medium Risk
C00222,44,36-50,68679,Middle Income,728,Good,6,19,32700,8.1,29.03,Low Utilization,10,0,50,Weak,29,4627.71,485.9,8.49,Low DTI,0,0.195754809,19.58,Low Risk
C00223,56,51-65,51583,Middle Income,699,Good,21,13,44900,8.74,83.64,High Utilization,1,1,85,Strong,26,3999.15,2378.84,55.34,High DTI,1,0.773617253,77.36,High Risk
C00224,30,26-35,141628,High Income,641,Fair,4,8,14300,8.48,65.04,Moderate Utilization,3,0,85,Strong,51,8810.94,2766.47,23.44,Moderate DTI,1,0.426457171,42.65,Medium Risk
C00225,47,36-50,63489,Middle Income,759,Very Good,20,1,38300,14.46,46.13,Moderate Utilization,0,0,100,Strong,103,7047.51,1858.11,35.12,Moderate DTI,0,0.320792642,32.08,Medium Risk
C00226,75,66-75,90433,Upper-Middle Income,605,Fair,30,9,57900,4.45,46.05,Moderate Utilization,10,1,40,Weak,52,7864.68,3990.36,52.95,High DTI,1,0.799424963,79.94,High Risk
C00227,34,26-35,73400,Middle Income,782,Very Good,13,4,22800,3.83,32.78,Moderate Utilization,0,0,100,Strong,135,9944.38,1230.06,20.11,Moderate DTI,0,0.154024965,15.4,Low Risk
C00228,72,66-75,55216,Middle Income,619,Fair,7,18,78400,8.08,30.8,Moderate Utilization,3,3,55,Weak,22,5337.58,2131.8,46.33,High DTI,0,0.602891325,60.29,High Risk
C00229,27,26-35,126241,High Income,606,Fair,28,6,27600,3.81,79.83,High Utilization,10,3,20,Weak,121,4022.42,4261.69,40.51,High DTI,1,0.867727617,86.77,High Risk
C00230,22,18-25,35946,Low Income,670,Good,36,1,28000,11.36,28.38,Low Utilization,5,2,55,Weak,110,5186.41,1173.04,39.16,Moderate DTI,0,0.489152971,48.92,Medium Risk
C00231,51,51-65,129302,High Income,749,Very Good,17,15,113600,12.12,19.89,Low Utilization,5,0,75,Moderate,116,5723.45,816.76,7.58,Low DTI,0,0.101543558,10.15,Low Risk
C00232,26,26-35,98110,Upper-Middle Income,526,Poor,36,3,134000,11.76,73.17,High Utilization,6,1,60,Moderate,108,8588.94,4715.82,57.68,High DTI,1,0.87986269,87.99,High Risk
C00233,57,51-65,36747,Low Income,668,Fair,9,10,33200,13.95,60.21,Moderate Utilization,2,2,70,Moderate,124,2891.5,625.62,20.43,Moderate DTI,0,0.419590029,41.96,Medium Risk
C00234,64,51-65,65511,Middle Income,672,Good,6,7,33000,13.78,67.45,Moderate Utilization,8,0,60,Moderate,120,7282.14,488.06,8.94,Low DTI,0,0.405236801,40.52,Medium Risk
C00235,70,66-75,139752,High Income,631,Fair,5,16,196100,10.51,76.86,High Utilization,10,2,30,Weak,77,2693.04,2054.35,17.64,Low DTI,1,0.646414925,64.64,High Risk
C00236,20,18-25,121051,High Income,626,Fair,18,18,62500,5.48,42.76,Moderate Utilization,10,3,20,Weak,32,7416.1,2438.17,24.17,Moderate DTI,0,0.562131096,56.21,Medium Risk
C00237,72,66-75,34814,Low Income,788,Very Good,2,4,38300,11.72,44.08,Moderate Utilization,0,0,100,Strong,147,1197.47,147.96,5.1,Low DTI,1,0.111598188,11.16,Low Risk
C00238,32,26-35,141681,High Income,483,Poor,8,20,128600,14.13,87.96,High Utilization,10,3,20,Weak,74,4937.38,6544.48,55.43,High DTI,1,0.948193357,94.82,High Risk
C00239,51,51-65,44631,Low Income,678,Good,19,17,33700,10.4,62.44,Moderate Utilization,4,2,60,Moderate,135,4136.13,1585.14,42.62,High DTI,1,0.670874232,67.09,High Risk
C00240,35,26-35,53684,Middle Income,821,Excellent,1,11,15300,13.1,22.76,Low Utilization,3,0,85,Strong,22,3977.22,580.68,12.98,Low DTI,0,0.102201026,10.22,Low Risk
C00241,25,18-25,63606,Middle Income,686,Good,25,13,38100,13.64,43.65,Moderate Utilization,5,1,65,Moderate,150,8307.2,1415.23,26.7,Moderate DTI,1,0.385796561,38.58,Medium Risk
C00242,69,66-75,137777,High Income,611,Fair,4,15,201600,11.38,46.05,Moderate Utilization,8,3,30,Weak,126,2388.41,5089.71,44.33,High DTI,0,0.743671658,74.37,High Risk
C00243,61,51-65,132151,High Income,668,Fair,20,5,145600,7.99,58.2,Moderate Utilization,3,2,65,Moderate,69,1742.44,3815.86,34.65,Moderate DTI,1,0.551376903,55.14,Medium Risk
C00244,27,26-35,46880,Low Income,716,Good,2,15,14100,3.38,70.04,High Utilization,5,2,55,Weak,12,2951.23,208.23,5.33,Low DTI,0,0.339985636,34,Medium Risk
C00245,23,18-25,80705,Upper-Middle Income,584,Fair,20,16,26200,14.36,41.2,Moderate Utilization,3,2,65,Moderate,129,547.32,3879.89,57.69,High DTI,1,0.711705531,71.17,High Risk
C00246,30,26-35,105969,Upper-Middle Income,660,Fair,10,15,97400,5.42,60.65,Moderate Utilization,1,0,95,Strong,111,5459.1,4079.81,46.2,High DTI,1,0.557190286,55.72,Medium Risk
C00247,67,66-75,63127,Middle Income,751,Very Good,28,3,83400,3.22,49.72,Moderate Utilization,2,2,70,Moderate,37,2994.02,1084.21,20.61,Moderate DTI,0,0.312269839,31.23,Medium Risk
C00248,19,18-25,61565,Middle Income,654,Fair,38,3,79900,5.74,66.24,Moderate Utilization,3,3,55,Weak,25,6058.38,1153.32,22.48,Moderate DTI,0,0.52640095,52.64,Medium Risk
C00249,42,36-50,45750,Low Income,651,Fair,1,19,45400,14.62,63.65,Moderate Utilization,8,1,50,Weak,98,4428.94,1210.47,31.75,Moderate DTI,0,0.634745974,63.47,High Risk
C00250,64,51-65,36472,Low Income,723,Good,35,4,4500,7.64,28.01,Low Utilization,7,3,35,Weak,56,5034.67,659.84,21.71,Moderate DTI,0,0.371659116,37.17,Medium Risk
C00251,31,26-35,109285,Upper-Middle Income,595,Fair,26,4,27300,4.33,57.35,Moderate Utilization,6,2,50,Weak,75,3640.97,5329.47,58.52,High DTI,1,0.838293208,83.83,High Risk
C00252,38,36-50,117589,Upper-Middle Income,646,Fair,21,16,50000,8.85,59,Moderate Utilization,4,3,50,Weak,50,6836.52,5436.53,55.48,High DTI,1,0.795089086,79.51,High Risk
C00253,73,66-75,64599,Middle Income,681,Good,32,13,57900,9.41,77.39,High Utilization,0,0,100,Strong,105,1101.13,2494.06,46.33,High DTI,0,0.61656192,61.66,High Risk
C00254,27,26-35,47256,Low Income,647,Fair,4,18,60400,14.64,49.23,Moderate Utilization,6,2,50,Weak,47,9718.98,1122.72,28.51,Moderate DTI,0,0.529008348,52.9,Medium Risk
C00255,57,51-65,123801,High Income,667,Fair,10,0,84400,9.99,52.84,Moderate Utilization,5,3,45,Weak,54,2535.09,6069.34,58.83,High DTI,0,0.819186978,81.92,High Risk
C00256,33,26-35,64052,Middle Income,604,Fair,17,17,94100,10.77,64.95,Moderate Utilization,10,0,50,Weak,86,3436.84,2702.99,50.64,High DTI,1,0.804893854,80.49,High Risk
C00257,53,51-65,115903,Upper-Middle Income,604,Fair,27,6,95700,12.08,82.04,High Utilization,0,0,100,Strong,92,9100.45,5564.31,57.61,High DTI,1,0.789654397,78.97,High Risk
C00258,56,51-65,63593,Middle Income,653,Fair,25,8,19700,4.13,35.83,Moderate Utilization,9,3,25,Weak,141,6959.07,2107.05,39.76,Moderate DTI,1,0.681871184,68.19,High Risk
C00259,34,26-35,96904,Upper-Middle Income,694,Good,22,10,45100,10.16,32.2,Moderate Utilization,2,1,80,Strong,41,1920.62,4340.49,53.75,High DTI,1,0.508128004,50.81,Medium Risk
C00260,48,36-50,118221,Upper-Middle Income,630,Fair,37,6,144500,14.88,70.96,High Utilization,9,2,35,Weak,123,5998.57,2607.76,26.47,Moderate DTI,1,0.684246049,68.42,High Risk
C00261,46,36-50,69245,Middle Income,706,Good,10,3,55000,6.24,33.87,Moderate Utilization,2,0,90,Strong,139,9073.9,2556.29,44.3,High DTI,0,0.428595085,42.86,Medium Risk
C00262,72,66-75,126196,High Income,723,Good,29,11,45100,10.94,23.59,Low Utilization,9,3,25,Weak,119,694.09,2283.1,21.71,Moderate DTI,0,0.35642306,35.64,Medium Risk
C00263,67,66-75,81258,Upper-Middle Income,637,Fair,9,14,23700,4.83,57.94,Moderate Utilization,5,2,55,Weak,111,3869.01,2206.15,32.58,Moderate DTI,1,0.609619277,60.96,High Risk
C00264,37,36-50,136575,High Income,618,Fair,11,8,104900,13.94,57.92,Moderate Utilization,7,2,45,Weak,74,720.52,4220.17,37.08,Moderate DTI,0,0.6762311,67.62,High Risk
C00265,40,36-50,111672,Upper-Middle Income,621,Fair,20,14,155400,8.72,36.92,Moderate Utilization,1,0,95,Strong,121,7365.44,5195.54,55.83,High DTI,1,0.547126011,54.71,Medium Risk
